,dimension_1,dimension_2,dimension_3
item_7818,0.0458559,1.11226,-5.62179
item_7819,3.08206,3.27944,2.26208
item_7820,-2.35152,-5.96065,0.711062
item_7821,-0.267361,-0.41545,2.31363
item_7822,-2.24718,-5.94849,0.607513
item_7823,1.51153,-1.42388,-4.47341
item_7824,3.51623,3.54531,2.90129
item_7825,-1.0461,1.05485,3.428
item_7826,-0.814647,3.08086,2.42972
item_7827,0.187437,-0.607272,-4.71539
item_7828,3.44736,3.71541,2.8561
item_7829,-6.95473,-2.80491,2.31134
item_7830,-4.30701,2.31631,-0.71168
item_7831,4.19661,-0.12169,4.96138
item_7832,-2.71901,-5.99377,0.848305
item_7833,-5.44564,-3.70098,1.30507
item_7834,2.73258,0.0932602,4.85844
item_7835,-6.83441,-3.16129,1.70618
item_7836,4.5631,-0.910797,4.86323
item_7837,-1.18479,2.87967,2.42416
item_7838,-4.25213,-4.32887,1.45173
item_7839,-7.50181,-3.45641,2.00494
item_7840,2.96714,3.5439,1.36666
item_7841,0.606513,-0.936962,1.84064
item_7842,-0.691442,1.10719,4.5588
item_7843,0.0737201,0.138169,3.76223
item_7844,0.463307,-1.50651,-5.59263
item_7845,-1.07,2.83839,2.61798
item_7846,0.664713,-1.29022,1.876
item_7847,4.26308,-1.08682,5.63414
item_7848,-5.07683,1.26421,-2.11445
item_7849,-0.358407,0.0623087,2.97972
item_7850,3.03187,-0.347297,-4.85477
item_7851,-6.74625,-2.75093,2.5219
item_7852,4.28724,-0.957156,5.30137
item_7853,2.72172,0.227666,-3.41615
item_7854,1.49082,-1.40077,-4.45825
item_7855,0.42197,-1.33773,-4.218
item_7856,4.73089,-1.24757,4.77148
item_7857,-1.43622,1.11802,3.5958
item_7858,-4.22732,-4.35193,1.47759
item_7859,3.0567,-0.895539,5.63154
item_7860,3.0211,3.24835,2.2521
item_7861,-6.38996,-3.65961,2.46158
item_7862,-0.541861,0.9485,4.89992
item_7863,-0.756313,0.546224,4.69674
item_7864,0.430681,-1.15317,-5.58418
item_7865,0.307072,-1.6597,-5.06814
item_7866,1.02945,-1.688,1.54343
item_7867,2.85977,0.115494,-3.74818
item_7868,-5.47777,0.733393,-2.58148
item_7869,-5.38085,1.32294,-1.70837
item_7870,3.09407,1.17373,-3.78683
item_7871,2.92733,3.53907,1.28184
item_7872,-0.466895,2.82614,1.90588
item_7873,-1.16669,1.77513,2.59423
item_7874,1.73106,-0.171027,-4.57539
item_7875,3.29163,-1.33485,5.71327
item_7876,4.54437,-0.788659,4.69957
item_7877,-6.58289,-2.58673,2.53841
item_7878,-4.2572,-4.17481,1.55552
item_7879,-0.944766,1.53755,4.55693
item_7880,2.14135,-0.45996,-3.42229
item_7881,-4.25959,1.4358,-1.503
item_7882,-0.115123,1.05814,4.57321
item_7883,3.06003,-0.791077,5.51139
item_7884,0.406724,-0.286944,-5.5073
item_7885,-0.196937,0.239298,3.41499
item_7886,1.05672,-1.6952,1.54408
item_7887,-1.53759,0.469477,4.57145
item_7888,-5.49876,0.726175,-2.57502
item_7889,-0.503133,0.0749094,3.60754
item_7890,2.98395,0.204322,-4.796
item_7891,1.80303,-0.333015,-4.42012
item_7892,-0.370406,2.90539,1.45056
item_7893,4.50894,-1.86343,5.49176
item_7894,1.53012,-0.0978129,-4.52407
item_7895,4.18072,-1.84453,5.42924
item_7896,3.19982,3.45958,2.12023
item_7897,-6.74017,-3.34895,1.60061
item_7898,2.3025,2.91673,2.34948
item_7899,-6.64532,-2.82722,2.3246
item_7900,3.02172,0.0955558,-4.23298
item_7901,-1.19682,0.206215,3.79985
item_7902,-4.64474,1.49346,-1.92253
item_7903,-0.773262,-0.18425,3.62434
item_7904,0.499286,-1.28969,-5.4543
item_7905,0.654416,-1.44949,-4.9909
item_7906,3.18448,-0.317506,5.25137
item_7907,2.9465,-0.182193,-3.81397
item_7908,1.03933,-1.36499,2.05589
item_7909,-1.43884,1.60071,3.09899
item_7910,0.47568,1.06997,-5.55271
item_7911,-5.24374,-3.91622,1.31834
item_7912,4.6815,-1.27234,4.94035
item_7913,-4.75339,-4.57233,0.98844
item_7914,3.12552,0.739199,-4.48533
item_7915,0.891064,-1.77473,-5.16723
item_7916,-1.15501,1.31901,3.61354
item_7917,2.12594,2.94424,2.0136
item_7918,1.22599,-1.37392,1.99838
item_7919,-0.90708,2.97489,2.4898
item_7920,0.448404,-1.30318,-5.56261
item_7921,-0.339695,1.93093,4.68914
item_7922,-5.4316,-4.16978,2.13478
item_7923,1.24765,-0.970979,-4.2648
item_7924,-0.405788,2.80447,1.87298
item_7925,-1.49624,0.621508,3.56129
item_7926,4.57162,-1.12655,5.03221
item_7927,-5.11068,1.77021,-1.54861
item_7928,0.92207,-1.57967,1.66305
item_7929,-0.857895,1.77655,2.53045
item_7930,3.24665,3.62308,2.61332
item_7931,4.68161,-1.7075,5.03889
item_7932,3.29519,0.548727,-4.61176
item_7933,3.14433,-1.56387,5.63942
item_7934,3.1169,3.64242,1.43027
item_7935,3.52008,-1.11166,5.73208
item_7936,-1.30104,1.37092,4.85243
item_7937,1.55907,1.61916,-4.20065
item_7938,-5.28793,0.939699,-2.41333
item_7939,-6.40819,-3.69662,2.44256
item_7940,2.77816,3.34399,2.01985
item_7941,1.40687,0.711698,-4.36183
item_7942,-4.32047,-4.56927,1.42014
item_7943,1.87366,3.06648,1.87824
item_7944,3.04516,0.156545,-4.36668
item_7945,2.61684,-0.317559,5.12328
item_7946,3.01693,1.27743,-4.46425
item_7947,1.29126,-2.17153,-4.81272
item_7948,1.2385,1.27991,-4.62276
item_7949,2.93741,-1.40146,5.48914
item_7950,1.12397,-0.301533,-5.16243
item_7951,3.34632,-0.32603,-4.1529
item_7952,-3.3346,-5.05893,1.08251
item_7953,1.0712,-2.02326,-4.5011
item_7954,2.85817,3.25784,2.11287
item_7955,3.1006,0.0485646,5.07687
item_7956,0.542829,0.183595,-5.4064
item_7957,-1.29952,1.81014,2.58802
item_7958,-4.84095,1.34005,-1.97629
item_7959,0.819055,-2.35843,-5.60563
item_7960,2.94991,0.988264,-4.55535
item_7961,1.63497,2.9864,2.25444
item_7962,2.93578,2.06633,-4.03129
item_7963,-4.78667,1.2183,-1.11932
item_7964,1.02738,-1.32116,2.43264
item_7965,-0.257026,0.0585772,3.20939
item_7966,0.33813,-1.28297,-5.58222
item_7967,-1.21605,1.24631,4.19279
item_7968,1.13172,-1.46445,2.23445
item_7969,-3.82013,1.70227,-0.60199
item_7970,4.35293,-1.41778,5.15601
item_7971,-5.13324,1.63894,-1.66568
item_7972,-3.83059,-4.75462,1.07769
item_7973,-3.69338,1.91371,-0.250324
item_7974,-4.66513,-4.39572,1.1437
item_7975,0.763614,-1.85822,-5.13897
item_7976,1.33394,0.294478,-4.2864
item_7977,-1.68134,0.199165,4.58902
item_7978,1.19587,-1.05483,-5.01444
item_7979,4.57083,-1.05423,5.48611
item_7980,-0.395139,2.84062,1.69848
item_7981,-1.46306,0.649212,4.25544
item_7982,3.42727,-1.02883,5.62461
item_7983,-1.1753,0.667998,4.69464
item_7984,3.28779,3.53693,2.15332
item_7985,1.4981,-1.43583,-4.38378
item_7986,4.23755,-0.903568,5.08793
item_7987,2.76009,2.40079,2.94133
item_7988,-0.33796,1.13113,5.03036
item_7989,-0.263651,-0.202967,2.58794
item_7990,0.867354,-1.19917,2.3893
item_7991,-5.70819,0.312832,-2.78662
item_7992,-4.26944,1.4942,-1.55472
item_7993,3.1508,1.30691,-3.82876
item_7994,-4.18611,-4.78652,1.32881
item_7995,1.17966,0.579365,-3.80249
item_7996,-0.373186,2.90604,1.41912
item_7997,-4.20897,-5.01072,1.03108
item_7998,-4.68079,1.1197,-2.07233
item_7999,-0.672285,-0.0437898,3.21719
item_8000,0.294331,-1.51224,-5.53237
item_8001,3.15817,-0.927339,5.32509
item_8002,-5.32045,0.909312,-2.43317
item_8003,2.56618,3.20894,2.02761
item_8004,4.47188,-1.45007,5.06813
item_8005,-5.49027,0.428724,-2.54921
item_8006,1.20411,-1.08189,-5.11126
item_8007,0.0978723,0.39803,-5.67406
item_8008,3.0319,2.95109,3.09854
item_8009,-1.1708,1.93207,2.60676
item_8010,4.05303,-1.03189,4.99613
item_8011,-0.665157,-0.205654,3.25918
item_8012,0.360582,-0.210467,-5.49657
item_8013,2.2612,1.79379,-3.62661
item_8014,0.353422,1.22152,4.76917
item_8015,-1.32109,0.337891,4.95938
item_8016,1.37174,0.543021,-4.44755
item_8017,4.68846,-1.40113,5.71426
item_8018,-0.426572,2.05236,4.56973
item_8019,-0.696937,1.30487,4.74086
item_8020,4.65195,-1.08718,4.82729
item_8021,3.01902,2.38439,-4.2943
item_8022,4.48089,-0.792301,4.81508
item_8023,-0.734736,0.0452475,3.80925
item_8024,1.07487,-1.42411,1.89964
item_8025,3.06999,3.0944,3.26327
item_8026,3.05313,3.59068,1.38797
item_8027,0.477842,-0.372347,-5.40122
item_8028,1.0384,-1.68729,1.51172
item_8029,2.65228,-0.899567,5.34324
item_8030,-0.384104,2.90339,1.4553
item_8031,0.763092,-1.60017,-4.18982
item_8032,-0.397583,2.9147,1.47064
item_8033,-6.49363,-3.30431,1.54944
item_8034,-0.375932,2.89883,1.46827
item_8035,-4.28891,1.19023,-1.74002
item_8036,1.51107,-0.235222,-4.48703
item_8037,1.04646,-1.41637,-4.34461
item_8038,0.413824,0.0337255,-5.49448
item_8039,2.6396,1.87579,-3.89466
item_8040,-0.112423,2.13745,4.67291
item_8041,-6.83411,-2.91728,2.51125
item_8042,0.375752,0.104891,-5.61925
item_8043,-5.388,0.761454,-2.39601
item_8044,3.17899,3.39839,3.06504
item_8045,2.6805,-0.00360742,-4.15102
item_8046,-0.410669,2.93192,1.50966
item_8047,2.78917,-0.965507,5.39078
item_8048,-0.381508,2.90919,1.445
item_8049,-0.479614,0.894994,4.94148
item_8050,3.02031,1.57511,-4.66457
item_8051,4.35028,-1.97014,5.50224
item_8052,-7.45921,-3.53283,2.04435
item_8053,-0.663704,1.98664,4.76095
item_8054,-3.92689,-4.8298,1.40595
item_8055,-1.54249,0.605358,4.45184
item_8056,-0.0262102,2.2594,3.37459
item_8057,-0.556093,0.0369671,3.25613
item_8058,-5.45215,0.786337,-2.59593
item_8059,1.78754,3.46949,1.91273
item_8060,1.1198,-1.3294,-4.94687
item_8061,1.1343,-2.21432,-4.6283
item_8062,0.374803,-0.271674,-5.44326
item_8063,-0.958615,1.71506,4.69358
item_8064,-3.98846,-4.87784,1.39466
item_8065,-5.59004,0.452246,-2.64205
item_8066,-0.513843,1.82016,4.55535
item_8067,1.33,0.0875486,-4.37206
item_8068,-0.462415,2.87384,2.00462
item_8069,3.26404,0.423916,-4.8581
item_8070,3.42547,0.728072,-4.30698
item_8071,-5.13309,-3.96187,1.28364
item_8072,-4.75946,1.80288,-1.69706
item_8073,-4.49129,1.08199,-1.92685
item_8074,1.34634,-0.963925,-4.37318
item_8075,-5.64614,0.40131,-2.76377
item_8076,-0.417896,1.98401,4.47926
item_8077,-4.34619,1.5033,-0.792692
item_8078,0.226756,1.89693,4.12042
item_8079,2.41384,3.40742,2.73442
item_8080,3.09373,2.2532,-4.27883
item_8081,-5.55381,-4.20043,2.20355
item_8082,0.37954,-0.118768,-5.32305
item_8083,2.59585,2.63238,2.6216
item_8084,-3.42644,-5.40602,1.26724
item_8085,2.61071,-0.201988,-4.49633
item_8086,1.35507,-0.95996,-4.98772
item_8087,0.441283,-1.69258,-4.77308
item_8088,-3.2719,-5.12848,1.16915
item_8089,4.48835,-1.78375,5.46686
item_8090,4.16637,-0.81326,5.25525
item_8091,2.52514,0.150244,-3.50649
item_8092,-5.51476,0.713322,-2.60083
item_8093,-7.2415,-3.11788,2.22795
item_8094,-0.841905,0.491025,4.20386
item_8095,-1.40921,0.600652,4.77776
item_8096,-4.03291,-5.0946,1.32703
item_8097,3.20851,-1.05596,5.69182
item_8098,3.15429,3.46462,2.04363
item_8099,3.58551,-0.981549,5.60605
item_8100,-0.098896,2.16749,4.56308
item_8101,-5.21245,0.778311,-2.33743
item_8102,0.254248,0.372178,-5.02301
item_8103,2.94939,3.17254,2.04501
item_8104,0.0877613,-0.36502,2.73557
item_8105,1.28532,0.557535,-4.07525
item_8106,-4.1579,1.8619,-1.00292
item_8107,-5.99754,-3.54082,1.52622
item_8108,3.20587,1.62048,-4.37377
item_8109,4.06216,-0.898252,5.46401
item_8110,-1.04527,3.42726,2.59037
item_8111,2.25954,-0.29402,5.0496
item_8112,0.683536,0.300493,-4.32412
item_8113,-4.12278,-4.27864,1.45074
item_8114,4.27329,-1.05939,5.57851
item_8115,2.68426,-0.0494293,-3.31676
item_8116,0.00973874,1.76024,4.86393
item_8117,3.23232,-1.28801,5.76013
item_8118,0.0607634,0.481479,-5.63006
item_8119,0.232155,1.40526,4.52199
item_8120,0.53451,-0.828577,1.91958
item_8121,0.995215,-1.5311,-4.02085
item_8122,-4.72893,2.21004,-1.22254
item_8123,1.06483,-1.39052,2.24455
item_8124,2.59905,1.71784,-3.84062
item_8125,-6.88781,-2.96836,2.46599
item_8126,-1.03176,3.5091,2.51895
item_8127,-0.180069,-0.711999,1.88155
item_8128,0.725038,0.549442,-4.29729
item_8129,-0.489609,0.222037,4.10221
item_8130,4.48754,-1.00303,5.65645
item_8131,2.71195,0.207445,-3.30807
item_8132,-3.02865,-5.97048,0.969296
item_8133,-0.906016,1.75909,2.94714
item_8134,3.039,3.22503,3.21743
item_8135,3.21627,-1.69938,5.56505
item_8136,-0.110739,1.40477,4.86351
item_8137,-0.796677,2.22437,3.24052
item_8138,3.05385,2.364,-4.37441
item_8139,3.22903,-0.192335,-3.92618
item_8140,-0.998676,3.52801,2.5478
item_8141,-5.63622,0.326326,-2.62884
item_8142,1.41878,1.38929,-4.86091
item_8143,2.72797,-0.934713,-4.09785
item_8144,3.23254,0.975349,-3.85861
item_8145,2.6805,0.131136,-3.3387
item_8146,-5.04502,1.69553,-1.5246
item_8147,-5.04779,1.53899,-1.76599
item_8148,2.35508,-0.3826,5.10319
item_8149,-1.40383,1.26099,3.61539
item_8150,-4.24681,1.22686,-1.69533
item_8151,-4.47232,1.73497,-1.40076
item_8152,-4.00941,1.68995,-1.21436
item_8153,2.56693,2.91423,1.73325
item_8154,-4.10768,1.56364,-1.25704
item_8155,2.34125,2.899,1.97502
item_8156,1.27339,-0.333006,-4.40511
item_8157,-6.63017,-3.73016,1.68604
item_8158,4.40012,-0.99618,5.64797
item_8159,3.13952,-1.63845,5.56699
item_8160,3.10354,-0.853336,5.5675
item_8161,-6.6822,-3.4619,2.14302
item_8162,-3.18354,-5.37195,0.743501
item_8163,-6.20505,-3.4453,1.89592
item_8164,0.00913497,2.13885,4.46622
item_8165,-1.50443,1.24473,4.75189
item_8166,1.36348,0.672315,-4.46913
item_8167,-6.69903,-3.48963,1.60078
item_8168,2.8009,2.08751,-4.8464
item_8169,2.66014,0.263731,-3.25981
item_8170,0.183903,1.96076,4.67999
item_8171,3.42952,-0.239062,-4.29318
item_8172,-1.00577,3.4633,2.55805
item_8173,4.15606,-0.585187,5.54373
item_8174,0.112977,-0.590898,2.50725
item_8175,0.904768,0.107923,-4.44809
item_8176,-0.730906,2.90296,2.24506
item_8177,-6.30991,-3.44222,2.11788
item_8178,-3.16991,-5.94258,1.06709
item_8179,-1.40622,-0.0652378,3.5217
item_8180,0.0876905,1.0532,-5.57004
item_8181,-7.30475,-3.31397,2.13053
item_8182,-0.864398,3.73104,2.34478
item_8183,2.7125,0.171352,-3.32281
item_8184,1.06482,-1.64476,1.5802
item_8185,-1.51722,0.512607,4.56284
item_8186,-2.62152,-5.6774,0.53347
item_8187,2.32741,-1.3739,-4.4615
item_8188,4.14315,-0.154003,5.13442
item_8189,-0.395579,1.24545,4.9051
item_8190,-3.24438,-5.86158,1.05022
item_8191,-4.12859,1.32002,-0.707703
item_8192,-4.46571,2.13513,-0.96954
item_8193,-1.32822,1.79031,4.76494
item_8194,3.85016,-0.451429,5.46113
item_8195,-7.40279,-3.38291,2.16946
item_8196,-0.00293633,1.94618,4.67217
item_8197,-5.7922,-3.56313,1.48207
item_8198,-0.977343,3.32926,2.5973
item_8199,3.34921,1.40327,-4.7224
item_8200,1.13791,0.98054,-5.31484
item_8201,1.20049,-2.47353,-5.15721
item_8202,3.08723,3.28062,3.20021
item_8203,1.14454,0.665072,-3.80611
item_8204,-2.88412,-5.66342,0.62259
item_8205,2.12872,2.97996,1.98138
item_8206,3.18169,2.29559,-4.46168
item_8207,-5.05351,0.805067,-2.15421
item_8208,0.114567,0.575924,-5.6902
item_8209,1.16817,-0.853108,-4.4452
item_8210,0.999616,-1.18019,2.6704
item_8211,-1.36744,1.44384,3.19602
item_8212,3.04386,3.25008,3.19301
item_8213,2.37073,3.21619,1.67607
item_8214,-0.86937,3.46588,2.67828
item_8215,1.00795,-1.63924,-5.00409
item_8216,0.115453,1.29224,-5.22107
item_8217,1.25563,-2.63655,-5.18995
item_8218,3.12679,2.01959,-4.48591
item_8219,-6.59674,-2.79923,2.34065
item_8220,-2.30572,-5.99807,0.647896
item_8221,1.41331,1.4387,-4.7878
item_8222,-0.717382,3.62818,2.24742
item_8223,-7.33445,-3.49654,2.20954
item_8224,3.05489,-0.0470526,5.04612
item_8225,-5.63964,0.442437,-2.63802
item_8226,-4.98835,1.90879,-1.6743
item_8227,-1.46952,0.901881,4.55549
item_8228,-0.0782762,1.91507,4.65575
item_8229,-1.83329,0.944803,4.15861
item_8230,3.30986,3.6178,2.74348
item_8231,-1.22415,1.5753,4.80564
item_8232,1.18324,0.99635,-5.26134
item_8233,3.18317,1.27534,-3.79516
item_8234,4.66636,-0.983395,5.55091
item_8235,-0.808225,0.292683,4.20283
item_8236,0.119735,1.29453,-5.46634
item_8237,-0.797322,1.46426,5.06916
item_8238,2.61652,1.92233,-4.05594
item_8239,1.38148,-1.20322,-4.31587
item_8240,0.857754,1.98762,-5.27587
item_8241,0.230565,-1.47699,-5.22459
item_8242,0.462584,1.8204,4.40578
item_8243,-1.60181,2.03044,3.07469
item_8244,0.065953,1.20147,-5.25921
item_8245,0.944664,-0.021961,-4.50587
item_8246,0.321352,-0.44098,2.78844
item_8247,-0.892042,1.55284,5.00866
item_8248,3.45154,-0.185422,5.37455
item_8249,2.66111,2.06369,-4.01446
item_8250,4.72467,-0.872488,5.35552
item_8251,3.66355,-1.21349,5.72904
item_8252,3.23306,3.35349,3.11069
item_8253,0.0889374,-0.855894,1.89761
item_8254,4.48938,-1.06946,5.59831
item_8255,-4.65107,-4.18502,1.53397
item_8256,-2.91599,-5.42115,0.655043
item_8257,2.87635,1.41284,-3.80466
item_8258,3.50468,3.48129,2.76525
item_8259,-3.51833,-4.94987,0.917688
item_8260,-0.848965,0.490219,4.36314
item_8261,-0.382289,-0.310572,2.93023
item_8262,0.13375,1.2459,-5.36575
item_8263,2.23775,-0.28026,5.0828
item_8264,1.11595,-1.46775,2.02146
item_8265,-0.779137,1.42094,4.4312
item_8266,-4.73868,2.21832,-1.214
item_8267,0.71114,-1.35599,-4.75894
item_8268,2.67247,1.31595,-5.0174
item_8269,0.397648,-1.14301,-5.0257
item_8270,-0.799848,3.10401,2.33643
item_8271,0.092718,0.556689,-5.50587
item_8272,1.41752,1.60517,-4.5203
item_8273,3.54308,-0.485641,5.53245
item_8274,4.41906,-0.870923,5.2505
item_8275,4.66656,-1.47784,4.97996
item_8276,-2.24849,-5.9558,0.614395
item_8277,1.38262,-2.40832,-5.05154
item_8278,3.56048,3.64887,2.80506
item_8279,0.476652,-1.41667,-5.19743
item_8280,0.0182609,1.80073,4.78084
item_8281,3.35399,-0.305571,-4.37838
item_8282,0.639668,1.77733,-5.35952
item_8283,-5.57857,0.516038,-2.53942
item_8284,2.16418,2.44809,-4.73842
item_8285,3.14404,-1.1688,5.69694
item_8286,-0.736247,3.02132,2.44518
item_8287,3.11828,1.84546,-4.09883
item_8288,1.56144,2.47426,-4.8832
item_8289,4.45368,-1.2997,5.75699
item_8290,4.54026,-0.599844,4.73771
item_8291,-4.70103,1.42827,-1.61591
item_8292,-2.60424,-5.73236,0.56834
item_8293,1.51981,3.00383,2.21279
item_8294,3.49902,3.61995,2.51218
item_8295,3.32476,-1.16927,5.72286
item_8296,0.473316,1.72966,4.30187
item_8297,-6.39138,-3.68125,2.41028
item_8298,-0.522175,3.10245,1.79793
item_8299,0.408397,-1.21395,-4.01106
item_8300,-0.805911,3.6707,2.30743
item_8301,-0.87097,2.5009,2.35731
item_8302,1.6102,2.50889,-4.87856
item_8303,3.14958,1.29612,-3.8457
item_8304,-1.22011,2.53449,2.36365
item_8305,3.31369,-1.23009,5.73608
item_8306,-4.6511,1.68784,-1.56224
item_8307,-0.939157,1.81416,2.36915
item_8308,1.15599,-1.37125,2.38201
item_8309,0.982748,-2.06454,-4.49892
item_8310,4.0324,-0.167723,5.05597
item_8311,-0.553896,2.7451,2.04596
item_8312,-4.26294,2.22214,-0.762924
item_8313,-4.51885,1.05946,-1.26692
item_8314,-0.594503,2.97763,1.95264
item_8315,-5.55854,0.626653,-2.70673
item_8316,1.47218,2.11581,-4.72095
item_8317,1.31232,-1.26145,-4.22235
item_8318,0.129846,1.07936,-5.53431
item_8319,1.30916,-2.57849,-5.11369
item_8320,-2.79217,-5.83617,0.717706
item_8321,-0.534401,-0.155273,4.42909
item_8322,1.57357,2.46793,-4.88464
item_8323,1.50574,-0.221332,-4.5504
item_8324,4.51385,-0.476567,4.85999
item_8325,-1.35961,1.3976,3.36802
item_8326,0.650069,1.79665,-5.35639
item_8327,-5.67449,0.439641,-2.81401
item_8328,-0.653366,2.04023,2.22192
item_8329,-4.62647,0.870564,-1.62393
item_8330,1.36668,1.95936,-4.63421
item_8331,-5.91996,-3.68701,1.97064
item_8332,-2.36416,-5.9613,0.655866
item_8333,-6.66696,-3.37686,1.60022
item_8334,0.228509,1.32916,-5.50936
item_8335,2.36062,2.79474,2.46575
item_8336,3.33514,-0.0789257,5.37133
item_8337,-5.07401,1.47048,-1.23128
item_8338,1.03029,-1.67273,1.54336
item_8339,-1.39974,0.264739,4.38053
item_8340,1.20482,-1.45429,2.23649
item_8341,-0.868242,2.21414,3.26839
item_8342,0.497845,1.33905,-5.34454
item_8343,2.18936,3.39164,1.49874
item_8344,3.1969,0.0404617,5.14376
item_8345,0.603362,-1.62022,-4.2555
item_8346,2.70722,1.27889,-4.94191
item_8347,0.42999,-2.09258,-4.76877
item_8348,4.51315,-0.480407,4.78418
item_8349,-7.44349,-3.44416,2.05244
item_8350,4.03123,-0.0731839,4.91168
item_8351,-1.36676,1.01489,4.93375
item_8352,-2.27206,-5.95886,0.607966
item_8353,-4.89664,1.16364,-1.32558
item_8354,2.67957,1.47874,-5.04851
item_8355,3.8978,-1.74534,5.47804
item_8356,3.28617,0.0323638,5.19388
item_8357,1.62669,-1.71303,-4.85662
item_8358,-4.79593,2.32038,-1.18254
item_8359,0.514165,-1.5298,-4.85738
item_8360,-0.761311,3.12076,2.26956
item_8361,-1.46969,0.631153,4.63714
item_8362,2.72575,1.39699,-4.99886
item_8363,2.9433,0.420509,-3.40796
item_8364,1.54397,1.75677,-5.01786
item_8365,3.22248,-0.19342,-4.62361
item_8366,-0.554967,3.03638,2.05618
item_8367,-1.66588,1.72655,2.57872
item_8368,-4.74566,2.08736,-1.14698
item_8369,2.99297,-0.30078,5.24683
item_8370,3.2501,-0.464332,5.32913
item_8371,0.48916,0.540854,-4.93557
item_8372,-1.09852,2.0378,2.88003
item_8373,1.79118,3.41872,2.00552
item_8374,-3.8429,-4.96585,1.47282
item_8375,3.15464,2.85513,2.97342
item_8376,2.52964,1.23036,-4.91482
item_8377,-5.56753,0.598721,-2.75976
item_8378,2.23556,1.76445,-4.97909
item_8379,-1.38858,1.47778,3.28045
item_8380,-3.28037,-5.28974,0.70009
item_8381,0.547154,-1.18761,-5.48934
item_8382,0.096753,2.04474,4.72179
item_8383,-6.57186,-2.65136,2.52198
item_8384,-2.30739,-5.89149,0.67032
item_8385,-4.77404,2.08606,-1.60318
item_8386,2.77247,0.192238,4.88739
item_8387,-1.02483,1.53481,2.5456
item_8388,2.84368,-0.951949,5.37137
item_8389,-3.02686,-5.26303,0.77507
item_8390,2.70066,1.50733,-5.06129
item_8391,1.64045,3.09507,1.64903
item_8392,-0.629662,2.57198,2.6127
item_8393,-0.372159,-0.398545,2.64273
item_8394,1.79172,1.65607,-4.28682
item_8395,-6.24234,-3.45514,1.95064
item_8396,-0.304261,1.98848,4.82559
item_8397,2.6028,-1.12569,-4.18552
item_8398,-0.901539,2.39939,2.62465
item_8399,-5.12991,0.601683,-2.13688
item_8400,0.172148,0.916364,-5.28435
item_8401,0.0472562,0.346165,-4.91327
item_8402,2.29826,1.97777,-4.51835
item_8403,-5.09876,-4.34789,1.0648
item_8404,3.04691,3.5834,2.90008
item_8405,0.688291,0.211255,-4.35185
item_8406,0.468278,1.58289,4.35752
item_8407,-1.26838,1.66799,4.96306
item_8408,-4.92461,1.80539,-1.739
item_8409,1.55172,-1.13789,-4.38318
item_8410,1.36968,2.01378,-4.77483
item_8411,-3.91729,1.95734,-0.499855
item_8412,3.57905,3.65497,2.76344
item_8413,0.0707911,0.438418,-5.73662
item_8414,3.50912,3.56688,2.88687
item_8415,-0.987112,-0.0894557,3.60848
item_8416,0.240111,1.53102,-4.8154
item_8417,1.36318,0.3033,-4.02376
item_8418,4.57228,-0.579959,4.76217
item_8419,-4.74363,-4.8288,1.76451
item_8420,1.12238,-1.35073,2.40307
item_8421,-4.30682,1.28172,-1.13666
item_8422,0.648881,-1.32219,2.2217
item_8423,-6.40393,-3.1209,2.20356
item_8424,-3.08071,-5.42531,0.645309
item_8425,0.550392,-1.78796,-4.36266
item_8426,-0.678049,1.02754,4.66627
